"Catalogo de sismos - Servicio Sismologico Nacional (SSN) | UNAM - Mexico."
"Informacion sujeta a cambios. Archivo generado el 2020-04-21 a las 14:16:10 (tiempo del centro de Mexico)."
"Sismicidad del 1900-01-01 al 2020-04-21, todas las magnitudes, todas las profundidades, lat. 19.44 a 19.54, long. -102.21 a -102.09."
"Total: 1233 eventos."
Fecha,Hora,Magnitud,Latitud,Longitud,Profundidad,"Referencia de localizacion","Fecha UTC","Hora UTC","Estatus"
2020-01-23,18:54:11,3.6,19.46,-102.1,16.0,"6 km al NOROESTE de URUAPAN, MICH",2020-01-24,00:54:11,verificado
2020-01-23,19:38:17,3.9,19.5,-102.15,16.0,"9 km al NORTE de NVO S J PARANGARICUTIRO, MICH",2020-01-24,01:38:17,verificado
2020-01-23,20:03:35,3.6,19.46,-102.17,13.0,"7 km al NOROESTE de NVO S J PARANGARICUTIRO, MICH",2020-01-24,02:03:35,verificado
2020-01-23,20:12:47,3.5,19.44,-102.14,16.0,"3 km al NOROESTE de NVO S J PARANGARICUTIRO, MICH",2020-01-24,02:12:47,verificado
2020-01-23,20:19:05,3.7,19.44,-102.16,14.0,"4 km al NOROESTE de NVO S J PARANGARICUTIRO, MICH",2020-01-24,02:19:05,verificado
2020-01-23,21:25:25,3.7,19.49,-102.14,16.0,"8 km al NORTE de NVO S J PARANGARICUTIRO, MICH",2020-01-24,03:25:25,verificado
2020-01-23,21:48:23,3.8,19.51,-102.1,16.0,"10 km al NOROESTE de URUAPAN, MICH",2020-01-24,03:48:23,verificado
2020-01-23,22:35:35,3.8,19.48,-102.11,16.0,"8 km al NORESTE de NVO S J PARANGARICUTIRO, MICH",2020-01-24,04:35:35,verificado
2020-01-23,22:57:01,3.9,19.49,-102.13,11.0,"8 km al NORTE de NVO S J PARANGARICUTIRO, MICH",2020-01-24,04:57:01,verificado
2020-01-23,22:58:19,3.7,19.45,-102.15,14.0,"4 km al NOROESTE de NVO S J PARANGARICUTIRO, MICH",2020-01-24,04:58:19,verificado
2020-01-23,23:02:48,3.8,19.48,-102.19,17.0,"9 km al NOROESTE de NVO S J PARANGARICUTIRO, MICH",2020-01-24,05:02:48,verificado
2020-01-23,23:12:41,3.9,19.49,-102.12,17.0,"8 km al NORTE de NVO S J PARANGARICUTIRO, MICH",2020-01-24,05:12:41,verificado
2020-01-23,23:16:42,3.7,19.48,-102.16,16.0,"8 km al NOROESTE de NVO S J PARANGARICUTIRO, MICH",2020-01-24,05:16:42,verificado
2020-01-24,00:21:24,3.6,19.48,-102.14,15.0,"7 km al NORTE de NVO S J PARANGARICUTIRO, MICH",2020-01-24,06:21:24,verificado
2020-01-24,00:24:14,3.6,19.48,-102.18,15.0,"9 km al NOROESTE de NVO S J PARANGARICUTIRO, MICH",2020-01-24,06:24:14,verificado
2020-01-24,00:41:36,3.7,19.5,-102.1,16.0,"9 km al NOROESTE de URUAPAN, MICH",2020-01-24,06:41:36,verificado
2020-01-24,01:38:44,3.7,19.49,-102.1,16.0,"9 km al NOROESTE de URUAPAN, MICH",2020-01-24,07:38:44,verificado
2020-01-24,02:19:39,3.8,19.52,-102.2,11.0,"13 km al NOROESTE de NVO S J PARANGARICUTIRO, MICH",2020-01-24,08:19:39,verificado
2020-01-24,03:14:53,3.5,19.5,-102.11,17.0,"10 km al NORTE de NVO S J PARANGARICUTIRO, MICH",2020-01-24,09:14:53,verificado
2020-01-24,04:02:20,3.7,19.48,-102.18,15.0,"8 km al NOROESTE de NVO S J PARANGARICUTIRO, MICH",2020-01-24,10:02:20,verificado
2020-01-24,04:29:22,3.5,19.47,-102.13,16.0,"6 km al NORTE de NVO S J PARANGARICUTIRO, MICH",2020-01-24,10:29:22,verificado
2020-01-24,05:28:52,3.6,19.51,-102.12,16.0,"11 km al NORTE de NVO S J PARANGARICUTIRO, MICH",2020-01-24,11:28:52,verificado
2020-01-24,05:30:02,3.7,19.48,-102.14,27.0,"8 km al NORTE de NVO S J PARANGARICUTIRO, MICH",2020-01-24,11:30:02,verificado
2020-01-24,05:32:10,3.5,19.51,-102.17,12.0,"12 km al NOROESTE de NVO S J PARANGARICUTIRO, MICH",2020-01-24,11:32:10,verificado
2020-01-24,06:07:07,3.4,19.47,-102.19,14.0,"9 km al NOROESTE de NVO S J PARANGARICUTIRO, MICH",2020-01-24,12:07:07,verificado
2020-01-24,06:12:27,3.6,19.51,-102.12,24.0,"10 km al NORTE de NVO S J PARANGARICUTIRO, MICH",2020-01-24,12:12:27,verificado
2020-01-24,06:16:08,3.6,19.44,-102.17,22.0,"5 km al NOROESTE de NVO S J PARANGARICUTIRO, MICH",2020-01-24,12:16:08,verificado
2020-01-24,06:31:43,3.3,19.49,-102.12,16.0,"9 km al NORTE de NVO S J PARANGARICUTIRO, MICH",2020-01-24,12:31:43,verificado
2020-01-24,06:32:19,3.7,19.49,-102.12,25.0,"8 km al NORTE de NVO S J PARANGARICUTIRO, MICH",2020-01-24,12:32:19,verificado
2020-01-24,06:35:25,3.4,19.5,-102.16,11.0,"10 km al NOROESTE de NVO S J PARANGARICUTIRO, MICH",2020-01-24,12:35:25,verificado
2020-01-24,07:17:57,3.6,19.48,-102.14,16.0,"8 km al NORTE de NVO S J PARANGARICUTIRO, MICH",2020-01-24,13:17:57,verificado
2020-01-24,07:31:07,3.6,19.53,-102.15,16.0,"13 km al NORTE de NVO S J PARANGARICUTIRO, MICH",2020-01-24,13:31:07,verificado
2020-01-24,07:33:17,3.6,19.51,-102.12,12.0,"10 km al NORTE de NVO S J PARANGARICUTIRO, MICH",2020-01-24,13:33:17,verificado
2020-01-24,07:37:01,3.7,19.47,-102.1,16.0,"6 km al NOROESTE de URUAPAN, MICH",2020-01-24,13:37:01,verificado
2020-01-24,08:01:55,3.8,19.5,-102.13,24.0,"9 km al NORTE de NVO S J PARANGARICUTIRO, MICH",2020-01-24,14:01:55,verificado
2020-01-24,08:29:44,3.7,19.52,-102.19,12.0,"13 km al NOROESTE de NVO S J PARANGARICUTIRO, MICH",2020-01-24,14:29:44,verificado
2020-01-24,10:25:20,3.5,19.44,-102.11,12.0,"4 km al NORESTE de NVO S J PARANGARICUTIRO, MICH",2020-01-24,16:25:20,verificado
2020-01-24,10:32:56,3.7,19.49,-102.12,14.0,"8 km al NORTE de NVO S J PARANGARICUTIRO, MICH",2020-01-24,16:32:56,verificado
2020-01-24,11:05:42,3.6,19.53,-102.11,10.0,"12 km al NORTE de NVO S J PARANGARICUTIRO, MICH",2020-01-24,17:05:42,verificado
2020-01-24,13:45:27,3.6,19.47,-102.12,10.0,"6 km al NORTE de NVO S J PARANGARICUTIRO, MICH",2020-01-24,19:45:27,verificado
2020-01-24,14:55:43,3.5,19.49,-102.1,23.0,"8 km al NOROESTE de URUAPAN, MICH",2020-01-24,20:55:43,verificado
2020-01-24,15:35:56,3.7,19.48,-102.11,16.0,"8 km al NORTE de NVO S J PARANGARICUTIRO, MICH",2020-01-24,21:35:56,verificado
2020-01-24,15:40:15,3.6,19.45,-102.17,3.0,"6 km al NOROESTE de NVO S J PARANGARICUTIRO, MICH",2020-01-24,21:40:15,verificado
2020-01-24,15:49:24,3.8,19.49,-102.11,16.0,"8 km al NORESTE de NVO S J PARANGARICUTIRO, MICH",2020-01-24,21:49:24,verificado
2020-01-24,16:27:04,3.7,19.5,-102.12,16.0,"9 km al NORTE de NVO S J PARANGARICUTIRO, MICH",2020-01-24,22:27:04,verificado
2020-01-24,17:13:04,3.8,19.44,-102.11,25.0,"3 km al NORESTE de NVO S J PARANGARICUTIRO, MICH",2020-01-24,23:13:04,verificado
2020-01-24,17:23:02,3.7,19.47,-102.1,12.0,"6 km al NOROESTE de URUAPAN, MICH",2020-01-24,23:23:02,verificado
2020-01-24,17:26:20,3.8,19.47,-102.14,16.0,"6 km al NORTE de NVO S J PARANGARICUTIRO, MICH",2020-01-24,23:26:20,verificado
2020-01-24,17:28:11,3.6,19.49,-102.1,16.0,"8 km al NOROESTE de URUAPAN, MICH",2020-01-24,23:28:11,verificado
2020-01-24,17:50:07,3.7,19.5,-102.1,16.0,"9 km al NOROESTE de URUAPAN, MICH",2020-01-24,23:50:07,verificado
2020-01-24,17:58:35,3.7,19.49,-102.12,14.0,"8 km al NORTE de NVO S J PARANGARICUTIRO, MICH",2020-01-24,23:58:35,verificado
2020-01-24,19:42:05,3.8,19.51,-102.11,25.0,"11 km al NORTE de NVO S J PARANGARICUTIRO, MICH",2020-01-25,01:42:05,verificado
2020-01-24,19:48:56,3.8,19.5,-102.12,14.0,"10 km al NORTE de NVO S J PARANGARICUTIRO, MICH",2020-01-25,01:48:56,verificado
2020-01-24,20:04:21,3.7,19.47,-102.12,16.0,"5 km al NORTE de NVO S J PARANGARICUTIRO, MICH",2020-01-25,02:04:21,verificado
2020-01-24,20:21:37,3.8,19.47,-102.18,16.0,"8 km al NOROESTE de NVO S J PARANGARICUTIRO, MICH",2020-01-25,02:21:37,verificado
2020-01-24,20:47:46,3.6,19.48,-102.16,10.0,"8 km al NOROESTE de NVO S J PARANGARICUTIRO, MICH",2020-01-25,02:47:46,verificado
2020-01-24,20:49:22,3.7,19.52,-102.13,10.0,"12 km al NORTE de NVO S J PARANGARICUTIRO, MICH",2020-01-25,02:49:22,verificado
2020-01-24,20:58:12,3.6,19.48,-102.14,21.0,"7 km al NORTE de NVO S J PARANGARICUTIRO, MICH",2020-01-25,02:58:12,verificado
2020-01-24,21:17:44,3.7,19.47,-102.18,16.0,"8 km al NOROESTE de NVO S J PARANGARICUTIRO, MICH",2020-01-25,03:17:44,verificado
2020-01-24,21:20:15,3.6,19.44,-102.17,11.0,"5 km al NOROESTE de NVO S J PARANGARICUTIRO, MICH",2020-01-25,03:20:15,verificado
2020-01-24,21:45:38,3.7,19.48,-102.11,25.0,"7 km al NORTE de NVO S J PARANGARICUTIRO, MICH",2020-01-25,03:45:38,verificado
2020-01-24,23:35:12,3.7,19.52,-102.14,29.0,"11 km al NORTE de NVO S J PARANGARICUTIRO, MICH",2020-01-25,05:35:12,verificado
2020-01-25,01:31:01,3.7,19.48,-102.19,28.0,"10 km al NOROESTE de NVO S J PARANGARICUTIRO, MICH",2020-01-25,07:31:01,verificado
2020-01-25,02:07:58,3.7,19.46,-102.16,28.0,"6 km al NOROESTE de NVO S J PARANGARICUTIRO, MICH",2020-01-25,08:07:58,verificado
2020-01-25,02:13:33,3.6,19.48,-102.14,23.0,"7 km al NORTE de NVO S J PARANGARICUTIRO, MICH",2020-01-25,08:13:33,verificado
2020-01-25,02:44:33,3.8,19.49,-102.15,20.0,"8 km al NORTE de NVO S J PARANGARICUTIRO, MICH",2020-01-25,08:44:33,verificado
2020-01-25,02:47:15,3.7,19.46,-102.18,27.0,"7 km al NOROESTE de NVO S J PARANGARICUTIRO, MICH",2020-01-25,08:47:15,verificado
2020-01-25,02:59:35,3.7,19.53,-102.13,27.0,"12 km al NORTE de NVO S J PARANGARICUTIRO, MICH",2020-01-25,08:59:35,verificado
2020-01-25,03:35:05,3.5,19.5,-102.13,10.0,"10 km al NORTE de NVO S J PARANGARICUTIRO, MICH",2020-01-25,09:35:05,verificado
2020-01-25,04:03:02,3.9,19.5,-102.12,18.0,"10 km al NORTE de NVO S J PARANGARICUTIRO, MICH",2020-01-25,10:03:02,verificado
2020-01-25,04:48:38,3.7,19.5,-102.14,10.0,"9 km al NORTE de NVO S J PARANGARICUTIRO, MICH",2020-01-25,10:48:38,verificado
2020-01-25,04:50:54,3.7,19.49,-102.11,26.0,"8 km al NORTE de NVO S J PARANGARICUTIRO, MICH",2020-01-25,10:50:54,verificado
2020-01-25,04:54:26,3.6,19.48,-102.21,4.0,"12 km al NOROESTE de NVO S J PARANGARICUTIRO, MICH",2020-01-25,10:54:26,verificado
2020-01-25,05:19:36,3.7,19.5,-102.11,16.0,"9 km al NORTE de NVO S J PARANGARICUTIRO, MICH",2020-01-25,11:19:36,verificado
2020-01-25,05:57:06,3.6,19.5,-102.12,16.0,"10 km al NORTE de NVO S J PARANGARICUTIRO, MICH",2020-01-25,11:57:06,verificado
2020-01-25,06:01:49,3.5,19.51,-102.17,17.0,"11 km al NOROESTE de NVO S J PARANGARICUTIRO, MICH",2020-01-25,12:01:49,verificado
2020-01-25,10:56:53,3.5,19.48,-102.13,16.0,"7 km al NORTE de NVO S J PARANGARICUTIRO, MICH",2020-01-25,16:56:53,verificado
2020-01-25,13:01:53,3.7,19.51,-102.1,24.0,"10 km al NOROESTE de URUAPAN, MICH",2020-01-25,19:01:53,verificado
2020-01-25,13:13:07,3.6,19.47,-102.14,16.0,"7 km al NORTE de NVO S J PARANGARICUTIRO, MICH",2020-01-25,19:13:07,verificado
2020-01-25,13:20:12,3.7,19.45,-102.11,16.0,"5 km al NORESTE de NVO S J PARANGARICUTIRO, MICH",2020-01-25,19:20:12,verificado
2020-01-25,13:23:26,3.6,19.46,-102.12,26.0,"5 km al NORTE de NVO S J PARANGARICUTIRO, MICH",2020-01-25,19:23:26,verificado
2020-01-25,13:33:14,3.9,19.53,-102.11,27.0,"13 km al NOROESTE de URUAPAN, MICH",2020-01-25,19:33:14,verificado
2020-01-25,13:39:50,3.6,19.49,-102.11,26.0,"8 km al NOROESTE de URUAPAN, MICH",2020-01-25,19:39:50,verificado
2020-01-25,13:42:05,3.7,19.49,-102.13,16.0,"8 km al NORTE de NVO S J PARANGARICUTIRO, MICH",2020-01-25,19:42:05,verificado
2020-01-25,14:00:51,3.6,19.48,-102.11,17.0,"7 km al NORTE de NVO S J PARANGARICUTIRO, MICH",2020-01-25,20:00:51,verificado
2020-01-25,14:16:49,3.8,19.53,-102.2,10.0,"15 km al NOROESTE de NVO S J PARANGARICUTIRO, MICH",2020-01-25,20:16:49,verificado
2020-01-25,14:27:08,3.5,19.49,-102.11,26.0,"9 km al NORTE de NVO S J PARANGARICUTIRO, MICH",2020-01-25,20:27:08,verificado
2020-01-25,14:34:24,3.7,19.47,-102.11,15.0,"7 km al NORESTE de NVO S J PARANGARICUTIRO, MICH",2020-01-25,20:34:24,verificado
2020-01-25,14:58:32,3.8,19.45,-102.1,19.0,"5 km al NOROESTE de URUAPAN, MICH",2020-01-25,20:58:32,verificado
2020-01-25,15:17:05,3.6,19.48,-102.12,14.0,"7 km al NORTE de NVO S J PARANGARICUTIRO, MICH",2020-01-25,21:17:05,verificado
2020-01-25,15:27:54,3.7,19.5,-102.12,16.0,"9 km al NORTE de NVO S J PARANGARICUTIRO, MICH",2020-01-25,21:27:54,verificado
2020-01-25,15:35:32,3.7,19.51,-102.12,24.0,"10 km al NORTE de NVO S J PARANGARICUTIRO, MICH",2020-01-25,21:35:32,verificado
2020-01-25,15:52:29,3.7,19.5,-102.1,17.0,"9 km al NOROESTE de URUAPAN, MICH",2020-01-25,21:52:29,verificado
2020-01-25,15:57:56,3.6,19.47,-102.11,16.0,"6 km al NORESTE de NVO S J PARANGARICUTIRO, MICH",2020-01-25,21:57:56,verificado
2020-01-25,16:05:30,3.7,19.45,-102.14,15.0,"4 km al NOROESTE de NVO S J PARANGARICUTIRO, MICH",2020-01-25,22:05:30,verificado
2020-01-25,16:17:38,3.6,19.5,-102.13,22.0,"9 km al NORTE de NVO S J PARANGARICUTIRO, MICH",2020-01-25,22:17:38,verificado
2020-01-25,16:26:40,3.7,19.5,-102.12,19.0,"9 km al NORTE de NVO S J PARANGARICUTIRO, MICH",2020-01-25,22:26:40,verificado
2020-01-25,16:54:03,3.7,19.49,-102.12,23.0,"9 km al NORTE de NVO S J PARANGARICUTIRO, MICH",2020-01-25,22:54:03,verificado
2020-01-25,17:31:56,3.6,19.46,-102.11,16.0,"5 km al NORESTE de NVO S J PARANGARICUTIRO, MICH",2020-01-25,23:31:56,verificado
2020-01-25,18:12:15,3.7,19.49,-102.11,15.0,"8 km al NORTE de NVO S J PARANGARICUTIRO, MICH",2020-01-26,00:12:15,verificado
2020-01-25,19:43:45,3.7,19.5,-102.11,15.0,"10 km al NOROESTE de URUAPAN, MICH",2020-01-26,01:43:45,verificado
2020-01-25,19:54:16,3.7,19.51,-102.1,12.0,"10 km al NOROESTE de URUAPAN, MICH",2020-01-26,01:54:16,verificado
2020-01-25,20:49:12,3.8,19.5,-102.1,15.0,"9 km al NOROESTE de URUAPAN, MICH",2020-01-26,02:49:12,verificado
2020-01-25,21:02:35,3.8,19.5,-102.2,14.0,"12 km al NOROESTE de NVO S J PARANGARICUTIRO, MICH",2020-01-26,03:02:35,verificado
2020-01-25,21:08:04,3.9,19.45,-102.17,15.0,"6 km al NOROESTE de NVO S J PARANGARICUTIRO, MICH",2020-01-26,03:08:04,verificado
2020-01-25,21:21:34,3.8,19.5,-102.1,16.0,"9 km al NOROESTE de URUAPAN, MICH",2020-01-26,03:21:34,verificado
2020-01-25,22:36:34,3.8,19.53,-102.17,15.0,"13 km al NOROESTE de NVO S J PARANGARICUTIRO, MICH",2020-01-26,04:36:34,verificado
2020-01-25,22:47:32,3.9,19.51,-102.1,15.0,"11 km al NOROESTE de URUAPAN, MICH",2020-01-26,04:47:32,verificado
2020-01-25,22:57:29,3.7,19.53,-102.17,12.0,"14 km al NOROESTE de NVO S J PARANGARICUTIRO, MICH",2020-01-26,04:57:29,verificado
2020-01-25,23:50:34,3.8,19.48,-102.12,24.0,"7 km al NORTE de NVO S J PARANGARICUTIRO, MICH",2020-01-26,05:50:34,verificado
2020-01-25,23:57:51,3.8,19.47,-102.12,15.0,"6 km al NORTE de NVO S J PARANGARICUTIRO, MICH",2020-01-26,05:57:51,verificado
2020-01-26,00:03:15,3.7,19.51,-102.11,15.0,"11 km al NORTE de NVO S J PARANGARICUTIRO, MICH",2020-01-26,06:03:15,verificado
2020-01-26,00:10:06,3.8,19.5,-102.13,15.0,"9 km al NORTE de NVO S J PARANGARICUTIRO, MICH",2020-01-26,06:10:06,verificado
2020-01-26,00:15:02,3.9,19.52,-102.12,15.0,"12 km al NORTE de NVO S J PARANGARICUTIRO, MICH",2020-01-26,06:15:02,verificado
2020-01-26,00:16:41,3.8,19.5,-102.12,15.0,"9 km al NORTE de NVO S J PARANGARICUTIRO, MICH",2020-01-26,06:16:41,verificado
2020-01-26,00:24:56,3.8,19.5,-102.12,15.0,"9 km al NORTE de NVO S J PARANGARICUTIRO, MICH",2020-01-26,06:24:56,verificado
2020-01-26,00:38:13,3.8,19.53,-102.14,19.0,"13 km al NORTE de NVO S J PARANGARICUTIRO, MICH",2020-01-26,06:38:13,verificado
2020-01-26,00:43:30,3.9,19.53,-102.1,15.0,"12 km al NOROESTE de URUAPAN, MICH",2020-01-26,06:43:30,verificado
2020-01-26,01:31:33,3.9,19.5,-102.13,15.0,"9 km al NORTE de NVO S J PARANGARICUTIRO, MICH",2020-01-26,07:31:33,verificado
2020-01-26,02:04:27,3.8,19.45,-102.15,15.0,"4 km al NOROESTE de NVO S J PARANGARICUTIRO, MICH",2020-01-26,08:04:27,verificado
2020-01-26,02:21:05,3.7,19.51,-102.19,19.0,"13 km al NOROESTE de NVO S J PARANGARICUTIRO, MICH",2020-01-26,08:21:05,verificado
2020-01-26,02:45:23,3.8,19.52,-102.1,15.0,"11 km al NOROESTE de URUAPAN, MICH",2020-01-26,08:45:23,verificado
2020-01-26,02:55:31,3.9,19.53,-102.12,15.0,"13 km al NORTE de NVO S J PARANGARICUTIRO, MICH",2020-01-26,08:55:31,verificado
2020-01-26,03:03:23,3.8,19.48,-102.13,15.0,"7 km al NORTE de NVO S J PARANGARICUTIRO, MICH",2020-01-26,09:03:23,verificado
2020-01-26,03:23:24,3.9,19.5,-102.2,15.0,"12 km al NOROESTE de NVO S J PARANGARICUTIRO, MICH",2020-01-26,09:23:24,verificado
2020-01-26,04:00:58,3.9,19.51,-102.1,16.0,"10 km al NOROESTE de URUAPAN, MICH",2020-01-26,10:00:58,verificado
2020-01-26,04:10:59,3.7,19.49,-102.12,13.0,"8 km al NORTE de NVO S J PARANGARICUTIRO, MICH",2020-01-26,10:10:59,verificado
2020-01-26,04:13:21,3.9,19.51,-102.14,11.0,"10 km al NORTE de NVO S J PARANGARICUTIRO, MICH",2020-01-26,10:13:21,verificado
2020-01-26,04:18:34,3.9,19.48,-102.16,11.0,"8 km al NOROESTE de NVO S J PARANGARICUTIRO, MICH",2020-01-26,10:18:34,verificado
2020-01-26,04:21:24,3.6,19.44,-102.2,13.0,"8 km al NOROESTE de NVO S J PARANGARICUTIRO, MICH",2020-01-26,10:21:24,verificado
2020-01-26,04:40:16,3.9,19.46,-102.1,13.0,"6 km al NOROESTE de URUAPAN, MICH",2020-01-26,10:40:16,verificado
2020-01-26,04:56:08,3.8,19.51,-102.13,13.0,"11 km al NORTE de NVO S J PARANGARICUTIRO, MICH",2020-01-26,10:56:08,verificado
2020-01-26,05:11:41,3.5,19.49,-102.1,16.0,"8 km al NOROESTE de URUAPAN, MICH",2020-01-26,11:11:41,verificado
2020-01-26,05:16:20,3.5,19.49,-102.14,15.0,"8 km al NORTE de NVO S J PARANGARICUTIRO, MICH",2020-01-26,11:16:20,verificado
2020-01-26,05:22:17,4.0,19.5,-102.18,9.0,"11 km al NOROESTE de NVO S J PARANGARICUTIRO, MICH",2020-01-26,11:22:17,verificado
2020-01-26,05:57:53,3.6,19.49,-102.11,16.0,"9 km al NORTE de NVO S J PARANGARICUTIRO, MICH",2020-01-26,11:57:53,verificado
2020-01-26,06:09:33,3.6,19.45,-102.2,6.0,"8 km al NOROESTE de NVO S J PARANGARICUTIRO, MICH",2020-01-26,12:09:33,verificado
2020-01-26,07:02:59,3.8,19.45,-102.14,15.0,"4 km al NOROESTE de NVO S J PARANGARICUTIRO, MICH",2020-01-26,13:02:59,verificado
2020-01-26,07:09:38,3.8,19.48,-102.21,5.0,"11 km al NOROESTE de NVO S J PARANGARICUTIRO, MICH",2020-01-26,13:09:38,verificado
2020-01-26,07:25:56,3.5,19.52,-102.11,16.0,"12 km al NORTE de NVO S J PARANGARICUTIRO, MICH",2020-01-26,13:25:56,verificado
2020-01-26,08:03:14,3.9,19.45,-102.17,5.0,"6 km al NOROESTE de NVO S J PARANGARICUTIRO, MICH",2020-01-26,14:03:14,verificado
2020-01-26,09:30:39,4.0,19.52,-102.17,14.0,"12 km al NOROESTE de NVO S J PARANGARICUTIRO, MICH",2020-01-26,15:30:39,verificado
2020-01-26,09:41:05,3.5,19.51,-102.17,10.0,"11 km al NOROESTE de NVO S J PARANGARICUTIRO, MICH",2020-01-26,15:41:05,verificado
2020-01-26,10:20:28,3.7,19.53,-102.13,19.0,"13 km al NORTE de NVO S J PARANGARICUTIRO, MICH",2020-01-26,16:20:28,verificado
2020-01-26,10:27:07,4.0,19.47,-102.21,8.0,"10 km al NOROESTE de NVO S J PARANGARICUTIRO, MICH",2020-01-26,16:27:07,verificado
2020-01-26,11:24:57,3.8,19.44,-102.12,28.0,"3 km al NORESTE de NVO S J PARANGARICUTIRO, MICH",2020-01-26,17:24:57,verificado
2020-01-26,13:04:50,3.8,19.45,-102.15,16.0,"4 km al NOROESTE de NVO S J PARANGARICUTIRO, MICH",2020-01-26,19:04:50,verificado
2020-01-26,13:12:55,3.8,19.53,-102.12,23.0,"12 km al NORTE de NVO S J PARANGARICUTIRO, MICH",2020-01-26,19:12:55,verificado
2020-01-26,13:15:17,3.7,19.53,-102.13,23.0,"13 km al NORTE de NVO S J PARANGARICUTIRO, MICH",2020-01-26,19:15:17,verificado
2020-01-26,13:29:33,3.7,19.44,-102.13,30.0,"3 km al NORTE de NVO S J PARANGARICUTIRO, MICH",2020-01-26,19:29:33,verificado
2020-01-26,14:20:38,3.9,19.49,-102.17,31.0,"10 km al NOROESTE de NVO S J PARANGARICUTIRO, MICH",2020-01-26,20:20:38,verificado
2020-01-26,15:02:33,3.7,19.52,-102.13,16.0,"12 km al NORTE de NVO S J PARANGARICUTIRO, MICH",2020-01-26,21:02:33,verificado
2020-01-26,15:50:45,3.8,19.48,-102.11,25.0,"7 km al NORESTE de NVO S J PARANGARICUTIRO, MICH",2020-01-26,21:50:45,verificado
2020-01-26,16:30:14,3.8,19.47,-102.1,24.0,"6 km al NOROESTE de URUAPAN, MICH",2020-01-26,22:30:14,verificado
2020-01-26,16:46:24,3.6,19.49,-102.14,16.0,"9 km al NORTE de NVO S J PARANGARICUTIRO, MICH",2020-01-26,22:46:24,verificado
2020-01-26,17:50:36,3.7,19.45,-102.13,23.0,"4 km al NORTE de NVO S J PARANGARICUTIRO, MICH",2020-01-26,23:50:36,verificado
2020-01-26,18:07:50,3.7,19.48,-102.12,16.0,"7 km al NORTE de NVO S J PARANGARICUTIRO, MICH",2020-01-27,00:07:50,verificado
2020-01-26,19:26:26,3.7,19.5,-102.12,15.0,"9 km al NORTE de NVO S J PARANGARICUTIRO, MICH",2020-01-27,01:26:26,verificado
2020-01-26,19:46:33,3.8,19.52,-102.12,27.0,"12 km al NORTE de NVO S J PARANGARICUTIRO, MICH",2020-01-27,01:46:33,verificado
2020-01-26,19:53:24,3.8,19.48,-102.1,15.0,"7 km al NOROESTE de URUAPAN, MICH",2020-01-27,01:53:24,verificado
2020-01-26,20:43:11,4.0,19.46,-102.2,31.0,"9 km al NOROESTE de NVO S J PARANGARICUTIRO, MICH",2020-01-27,02:43:11,verificado
2020-01-26,21:25:38,3.9,19.5,-102.14,31.0,"10 km al NORTE de NVO S J PARANGARICUTIRO, MICH",2020-01-27,03:25:38,verificado
2020-01-26,21:44:30,3.8,19.48,-102.11,28.0,"7 km al NORESTE de NVO S J PARANGARICUTIRO, MICH",2020-01-27,03:44:30,verificado
2020-01-26,22:18:44,3.7,19.5,-102.19,23.0,"12 km al NOROESTE de NVO S J PARANGARICUTIRO, MICH",2020-01-27,04:18:44,verificado
2020-01-26,23:40:08,3.8,19.51,-102.11,30.0,"11 km al NORTE de NVO S J PARANGARICUTIRO, MICH",2020-01-27,05:40:08,verificado
2020-01-27,00:02:54,3.8,19.5,-102.14,25.0,"10 km al NORTE de NVO S J PARANGARICUTIRO, MICH",2020-01-27,06:02:54,verificado
2020-01-27,00:44:45,3.4,19.45,-102.14,16.0,"4 km al NOROESTE de NVO S J PARANGARICUTIRO, MICH",2020-01-27,06:44:45,verificado
2020-01-27,00:45:32,3.8,19.45,-102.18,16.0,"7 km al NOROESTE de NVO S J PARANGARICUTIRO, MICH",2020-01-27,06:45:32,verificado
2020-01-27,01:07:03,3.8,19.49,-102.14,31.0,"9 km al NORTE de NVO S J PARANGARICUTIRO, MICH",2020-01-27,07:07:03,verificado
2020-01-27,01:49:12,3.6,19.5,-102.11,16.0,"9 km al NORTE de NVO S J PARANGARICUTIRO, MICH",2020-01-27,07:49:12,verificado
2020-01-27,02:39:15,3.7,19.46,-102.17,16.0,"6 km al NOROESTE de NVO S J PARANGARICUTIRO, MICH",2020-01-27,08:39:15,verificado
2020-01-27,02:56:27,3.7,19.49,-102.14,16.0,"8 km al NORTE de NVO S J PARANGARICUTIRO, MICH",2020-01-27,08:56:27,verificado
2020-01-27,04:39:24,3.2,19.48,-102.14,13.0,"7 km al NORTE de NVO S J PARANGARICUTIRO, MICH",2020-01-27,10:39:24,verificado
2020-01-27,04:42:55,3.9,19.48,-102.21,5.0,"11 km al NOROESTE de NVO S J PARANGARICUTIRO, MICH",2020-01-27,10:42:55,verificado
2020-01-27,05:06:38,3.6,19.52,-102.13,18.0,"12 km al NORTE de NVO S J PARANGARICUTIRO, MICH",2020-01-27,11:06:38,verificado
2020-01-27,05:49:28,3.6,19.52,-102.14,15.0,"12 km al NORTE de NVO S J PARANGARICUTIRO, MICH",2020-01-27,11:49:28,verificado
2020-01-27,06:01:27,3.8,19.49,-102.14,22.0,"8 km al NORTE de NVO S J PARANGARICUTIRO, MICH",2020-01-27,12:01:27,verificado
